usage_start_date,billing_account_id,project_id,project_name,environment,team,service_description,sku_description,resource_name,location,usage_amount,usage_unit,cost,credits,net_cost,labels
2026-02-02,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,asia-southeast2,1880.49,hour,100.89,0,100.89,env=development;team=retail-platform;owner=portfolio
2026-02-02,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-legacy-reporting,asia-southeast2,1684.81,hour,184.65,-18.47,166.19,env=development;team=retail-platform;owner=portfolio
2026-02-03,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-raw-data,asia-southeast1,582.74,GiB-month,31.61,0,31.61,env=analytics;team=data-platform;owner=portfolio
2026-02-03,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Logging,Log Ingestion,logging-dev,us-central1,64.14,GiB,18.16,0,18.16,env=production;team=retail-platform;owner=portfolio
2026-02-03,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Logging,Log Ingestion,logging-dev,asia-southeast2,366.8,GiB,42.55,0,42.55,env=development;team=retail-platform;owner=portfolio
2026-02-03,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-web-02,us-central1,328.12,hour,99.48,-9.95,89.54,env=shared;team=shared-services;owner=portfolio
2026-02-03,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-web-02,asia-southeast2,1826.85,hour,97.94,-0.0,97.94,env=analytics;team=data-platform;owner=portfolio
2026-02-03,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast1,180.62,hour,39.02,0,39.02,env=shared;team=shared-services;owner=portfolio
2026-02-03,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-marketing-mart,asia-southeast2,427.65,GiB-month,48.08,-2.4,45.67,env=development;team=retail-platform;owner=portfolio
2026-02-03,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,Persistent Disk SSD,gce-web-02,asia-southeast1,309.4,hour,41.95,-4.19,37.75,env=development;team=retail-platform;owner=portfolio
2026-02-04,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,asia-southeast1,261.59,GiB-month,88.99,-0.0,88.99,env=production;team=retail-platform;owner=portfolio
2026-02-04,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Storage,Standard Storage,gcs-backup-prod,asia-southeast2,620.43,GiB-month,43.04,0,43.04,env=production;team=retail-platform;owner=portfolio
2026-02-04,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,Persistent Disk SSD,gce-web-01,asia-southeast1,163.89,hour,36.14,-0.0,36.14,env=development;team=retail-platform;owner=portfolio
2026-02-04,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,VM Instance Core,gce-web-01,asia-southeast1,1016.29,hour,54.1,-0.0,54.1,env=production;team=retail-platform;owner=portfolio
2026-02-04,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,asia-southeast1,727.1,GiB-month,91.07,-0.0,91.07,env=production;team=retail-platform;owner=portfolio
2026-02-05,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-raw-events,us-central1,243.54,GiB-month,58.26,-0.0,58.26,env=production;team=retail-platform;owner=portfolio
2026-02-05,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-legacy-reporting,us-central1,5471.52,hour,263.07,-0.0,263.07,env=development;team=retail-platform;owner=portfolio
2026-02-05,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-batch-large,us-central1,475.05,hour,58.25,-0.0,58.25,env=development;team=retail-platform;owner=portfolio
2026-02-05,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-raw-events,us-central1,340.52,GiB-month,98.73,-4.94,93.79,env=production;team=retail-platform;owner=portfolio
2026-02-05,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-batch-large,asia-southeast2,3469.19,hour,327.57,-16.38,311.19,env=analytics;team=data-platform;owner=portfolio
2026-02-05,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,VM Instance Core,gce-web-02,asia-southeast1,409.61,hour,107.42,-5.37,102.05,env=production;team=retail-platform;owner=portfolio
2026-02-06,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,asia-southeast1,134.77,GiB-month,29.87,-2.99,26.89,env=production;team=retail-platform;owner=portfolio
2026-02-06,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,us-central1,355.38,hour,92.12,0,92.12,env=analytics;team=data-platform;owner=portfolio
2026-02-06,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-raw-events,us-central1,110.0,GiB-month,33.41,-3.34,30.07,env=analytics;team=data-platform;owner=portfolio
2026-02-06,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,asia-southeast2,368.65,GiB-month,99.92,-5.0,94.93,env=production;team=retail-platform;owner=portfolio
2026-02-06,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,asia-southeast2,2190.37,hour,95.35,0,95.35,env=analytics;team=data-platform;owner=portfolio
2026-02-07,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,asia-southeast1,421.83,hour,71.01,0,71.01,env=production;team=retail-platform;owner=portfolio
2026-02-07,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-order-api,asia-southeast2,28.9,hour,8.32,0,8.32,env=analytics;team=data-platform;owner=portfolio
2026-02-07,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-batch-large,us-central1,1175.63,hour,170.19,-0.0,170.19,env=analytics;team=data-platform;owner=portfolio
2026-02-07,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-legacy-reporting,asia-southeast1,1087.66,hour,266.24,-13.31,252.93,env=shared;team=shared-services;owner=portfolio
2026-02-07,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,Persistent Disk SSD,gce-web-01,asia-southeast2,783.75,hour,79.86,-7.99,71.88,env=development;team=retail-platform;owner=portfolio
2026-02-07,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,us-central1,345.82,GiB-month,23.6,-1.18,22.42,env=development;team=retail-platform;owner=portfolio
2026-02-08,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,us-central1,1249.08,hour,73.83,0,73.83,env=development;team=retail-platform;owner=portfolio
2026-02-08,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-batch-large,asia-southeast2,1349.24,hour,293.52,-29.35,264.16,env=production;team=retail-platform;owner=portfolio
2026-02-08,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-raw-data,asia-southeast2,15.74,GiB-month,5.42,0,5.42,env=shared;team=shared-services;owner=portfolio
2026-02-08,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Logging,Log Ingestion,logging-prod,asia-southeast2,28.1,GiB,7.08,0,7.08,env=production;team=retail-platform;owner=portfolio
2026-02-08,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Storage,Standard Storage,gcs-backup-prod,asia-southeast1,53.71,GiB-month,6.75,0,6.75,env=development;team=retail-platform;owner=portfolio
2026-02-08,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Run,vCPU,run-order-api,asia-southeast2,132.02,hour,28.31,0,28.31,env=production;team=retail-platform;owner=portfolio
2026-02-08,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,us-central1,322.33,hour,74.67,0,74.67,env=analytics;team=data-platform;owner=portfolio
2026-02-08,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-legacy-reporting,asia-southeast1,1627.35,hour,221.96,-11.1,210.86,env=shared;team=shared-services;owner=portfolio
2026-02-09,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-analytics-dwh,asia-southeast1,1425.57,GiB-month,150.44,-15.04,135.4,env=production;team=retail-platform;owner=portfolio
2026-02-09,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-orders-prod,asia-southeast2,250.21,hour,78.21,0,78.21,env=shared;team=shared-services;owner=portfolio
2026-02-09,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-analytics-dwh,asia-southeast2,446.87,GiB-month,105.9,-10.59,95.31,env=development;team=retail-platform;owner=portfolio
2026-02-09,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Storage,bq-marketing-mart,us-central1,227.21,GiB-month,61.84,-3.09,58.75,env=production;team=retail-platform;owner=portfolio
2026-02-09,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Storage,Standard Storage,gcs-raw-data,asia-southeast1,109.81,GiB-month,27.46,0,27.46,env=production;team=retail-platform;owner=portfolio
2026-02-09,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-web-01,us-central1,347.12,hour,90.58,-4.53,86.05,env=shared;team=shared-services;owner=portfolio
2026-02-09,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-payment-api,asia-southeast2,74.95,hour,16.58,0,16.58,env=analytics;team=data-platform;owner=portfolio
2026-02-09,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-backup-prod,us-central1,73.08,GiB-month,17.79,0,17.79,env=analytics;team=data-platform;owner=portfolio
2026-02-09,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-analytics-dwh,us-central1,292.35,GiB-month,77.06,-0.0,77.06,env=analytics;team=data-platform;owner=portfolio
2026-02-09,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-backup-prod,us-central1,233.68,GiB-month,34.21,0,34.21,env=shared;team=shared-services;owner=portfolio
2026-02-10,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-reporting,us-central1,777.78,hour,205.96,0,205.96,env=shared;team=shared-services;owner=portfolio
2026-02-10,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,asia-southeast2,802.53,hour,105.26,0,105.26,env=development;team=retail-platform;owner=portfolio
2026-02-10,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,VM Instance Core,gce-dev-test,asia-southeast2,622.39,hour,104.6,-5.23,99.37,env=shared;team=shared-services;owner=portfolio
2026-02-10,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-marketing-mart,us-central1,391.25,GiB-month,74.79,-0.0,74.79,env=development;team=retail-platform;owner=portfolio
2026-02-10,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,asia-southeast2,950.44,hour,267.76,0,267.76,env=development;team=retail-platform;owner=portfolio
2026-02-10,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Run,vCPU,run-payment-api,us-central1,70.95,hour,22.46,0,22.46,env=shared;team=shared-services;owner=portfolio
2026-02-11,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,VM Instance Core,gce-web-02,asia-southeast1,195.9,hour,57.87,-0.0,57.87,env=production;team=retail-platform;owner=portfolio
2026-02-11,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Logging,Log Ingestion,logging-shared,asia-southeast2,285.48,GiB,54.8,0,54.8,env=analytics;team=data-platform;owner=portfolio
2026-02-11,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-order-api,us-central1,120.48,hour,18.51,0,18.51,env=development;team=retail-platform;owner=portfolio
2026-02-11,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Run,vCPU,run-report-api,us-central1,445.26,hour,20.54,0,20.54,env=production;team=retail-platform;owner=portfolio
2026-02-11,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Run,vCPU,run-payment-api,us-central1,160.97,hour,21.47,0,21.47,env=production;team=retail-platform;owner=portfolio
2026-02-11,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast2,505.11,GiB-month,38.06,0,38.06,env=production;team=retail-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-marketing-mart,asia-southeast1,462.53,GiB-month,117.18,-0.0,117.18,env=development;team=retail-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-analytics-dwh,asia-southeast2,231.51,GiB-month,61.19,-0.0,61.19,env=analytics;team=data-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-marketing-mart,us-central1,303.84,GiB-month,46.08,-2.3,43.78,env=analytics;team=data-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-report-api,asia-southeast1,41.41,hour,5.88,0,5.88,env=analytics;team=data-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-batch-large,asia-southeast2,1465.08,hour,353.29,-35.33,317.96,env=analytics;team=data-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,asia-southeast1,1227.4,GiB-month,118.06,-11.81,106.26,env=production;team=retail-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-web-02,us-central1,355.11,hour,91.77,-0.0,91.77,env=analytics;team=data-platform;owner=portfolio
2026-02-12,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-reporting,us-central1,1410.98,hour,224.79,0,224.79,env=development;team=retail-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,VM Instance Core,gce-web-02,asia-southeast2,278.02,hour,94.73,-4.74,90.0,env=production;team=retail-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-payment-api,asia-southeast1,32.36,hour,4.46,0,4.46,env=development;team=retail-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-legacy-reporting,asia-southeast1,643.34,hour,156.28,-0.0,156.28,env=production;team=retail-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud SQL,PostgreSQL CPU,sql-orders-prod,asia-southeast1,691.77,hour,105.58,0,105.58,env=analytics;team=data-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-web-02,asia-southeast2,522.04,hour,28.29,-0.0,28.29,env=production;team=retail-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Analysis Slots,bq-raw-events,asia-southeast2,319.05,GiB-month,57.97,-0.0,57.97,env=shared;team=shared-services;owner=portfolio
2026-02-13,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-legacy-reporting,asia-southeast2,228.34,hour,77.36,-0.0,77.36,env=analytics;team=data-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Run,vCPU,run-report-api,asia-southeast1,228.07,hour,18.2,0,18.2,env=production;team=retail-platform;owner=portfolio
2026-02-13,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-payment-api,asia-southeast2,160.66,hour,28.98,0,28.98,env=analytics;team=data-platform;owner=portfolio
2026-02-14,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-archive-temp,us-central1,130.84,GiB-month,34.21,0,34.21,env=shared;team=shared-services;owner=portfolio
2026-02-14,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Analysis Slots,bq-raw-events,us-central1,539.53,GiB-month,115.62,-5.78,109.84,env=analytics;team=data-platform;owner=portfolio
2026-02-14,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Storage,Standard Storage,gcs-backup-prod,asia-southeast2,18.48,GiB-month,5.04,0,5.04,env=shared;team=shared-services;owner=portfolio
2026-02-14,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-raw-data,us-central1,224.34,GiB-month,16.1,0,16.1,env=analytics;team=data-platform;owner=portfolio
2026-02-14,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-order-api,us-central1,19.6,hour,3.32,0,3.32,env=development;team=retail-platform;owner=portfolio
2026-02-14,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-web-01,us-central1,460.31,hour,126.16,-6.31,119.86,env=analytics;team=data-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-marketing-mart,us-central1,684.24,GiB-month,118.26,-0.0,118.26,env=development;team=retail-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Analysis Slots,bq-analytics-dwh,us-central1,286.55,GiB-month,80.19,-0.0,80.19,env=analytics;team=data-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Logging,Log Ingestion,logging-shared,asia-southeast2,105.98,GiB,30.07,0,30.07,env=analytics;team=data-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Run,vCPU,run-order-api,asia-southeast1,44.12,hour,10.22,0,10.22,env=shared;team=shared-services;owner=portfolio
2026-02-15,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-batch-large,us-central1,1042.89,hour,166.47,-0.0,166.47,env=production;team=retail-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,VM Instance Core,gce-dev-test,asia-southeast2,980.05,hour,136.52,-0.0,136.52,env=analytics;team=data-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-raw-events,us-central1,779.22,GiB-month,80.83,-0.0,80.83,env=production;team=retail-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-web-02,asia-southeast2,142.67,hour,31.14,-0.0,31.14,env=shared;team=shared-services;owner=portfolio
2026-02-15,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-payment-api,asia-southeast2,20.18,hour,5.31,0,5.31,env=analytics;team=data-platform;owner=portfolio
2026-02-15,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-batch-large,asia-southeast2,1056.05,hour,311.39,-31.14,280.25,env=production;team=retail-platform;owner=portfolio
2026-02-16,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Storage,bq-analytics-dwh,asia-southeast2,777.2,GiB-month,261.75,-13.09,248.67,env=development;team=retail-platform;owner=portfolio
2026-02-16,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,Persistent Disk SSD,gce-web-01,us-central1,271.34,hour,28.66,-1.43,27.23,env=development;team=retail-platform;owner=portfolio
2026-02-16,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,BigQuery,Analysis Slots,bq-analytics-dwh,asia-southeast2,1115.64,GiB-month,267.58,-26.76,240.83,env=development;team=retail-platform;owner=portfolio
2026-02-16,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Compute Engine,Persistent Disk SSD,gce-batch-large,asia-southeast1,209.29,hour,66.77,-0.0,66.77,env=analytics;team=data-platform;owner=portfolio
2026-02-16,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-dev,asia-southeast2,112.57,GiB,19.45,0,19.45,env=shared;team=shared-services;owner=portfolio
2026-02-16,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-analytics-dwh,asia-southeast1,1155.84,GiB-month,174.77,-17.48,157.3,env=analytics;team=data-platform;owner=portfolio
2026-02-16,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-web-02,asia-southeast2,426.41,hour,113.21,-0.0,113.21,env=shared;team=shared-services;owner=portfolio
2026-02-16,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Run,vCPU,run-report-api,asia-southeast1,198.79,hour,17.11,0,17.11,env=production;team=retail-platform;owner=portfolio
2026-02-17,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Analysis Slots,bq-marketing-mart,asia-southeast2,89.21,GiB-month,24.51,-0.0,24.51,env=analytics;team=data-platform;owner=portfolio
2026-02-17,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Analysis Slots,bq-analytics-dwh,asia-southeast1,1032.93,GiB-month,115.53,-11.55,103.97,env=shared;team=shared-services;owner=portfolio
2026-02-17,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,BigQuery,Storage,bq-analytics-dwh,us-central1,1495.37,GiB-month,107.67,-5.38,102.28,env=analytics;team=data-platform;owner=portfolio
2026-02-17,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast1,153.88,GiB-month,30.8,0,30.8,env=analytics;team=data-platform;owner=portfolio
2026-02-17,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud Run,vCPU,run-payment-api,asia-southeast2,12.39,hour,2.18,0,2.18,env=development;team=retail-platform;owner=portfolio
2026-02-17,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Storage,Standard Storage,gcs-raw-data,asia-southeast2,201.47,GiB-month,28.68,0,28.68,env=production;team=retail-platform;owner=portfolio
2026-02-18,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-prod,us-central1,413.41,GiB,33.8,0,33.8,env=shared;team=shared-services;owner=portfolio
2026-02-18,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,BigQuery,Analysis Slots,bq-analytics-dwh,asia-southeast2,885.76,GiB-month,295.53,-14.78,280.76,env=production;team=retail-platform;owner=portfolio
2026-02-18,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud Logging,Log Ingestion,logging-dev,asia-southeast1,50.95,GiB,12.46,0,12.46,env=shared;team=shared-services;owner=portfolio
2026-02-18,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Cloud SQL,PostgreSQL CPU,sql-user-dev,us-central1,120.79,hour,38.88,0,38.88,env=development;team=retail-platform;owner=portfolio
2026-02-18,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,BigQuery,Analysis Slots,bq-raw-events,us-central1,943.06,GiB-month,64.97,-0.0,64.97,env=shared;team=shared-services;owner=portfolio
2026-02-18,000000-000000-000000,prj-retail-dev,Prj Retail Dev,Development,Retail Platform,Compute Engine,VM Instance Core,gce-legacy-reporting,us-central1,1646.94,hour,244.84,-24.48,220.35,env=development;team=retail-platform;owner=portfolio
2026-02-18,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Cloud Run,vCPU,run-order-api,asia-southeast2,156.37,hour,18.75,0,18.75,env=production;team=retail-platform;owner=portfolio
2026-02-18,000000-000000-000000,prj-retail-prod,Prj Retail Prod,Production,Retail Platform,Compute Engine,Persistent Disk SSD,gce-dev-test,us-central1,239.25,hour,28.95,-1.45,27.5,env=production;team=retail-platform;owner=portfolio
2026-02-19,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Storage,Standard Storage,gcs-archive-temp,asia-southeast1,140.22,GiB-month,26.64,0,26.64,env=analytics;team=data-platform;owner=portfolio
2026-02-19,000000-000000-000000,prj-data-analytics,Prj Data Analytics,Analytics,Data Platform,Cloud Run,vCPU,run-report-api,us-central1,336.59,hour,23.93,0,23.93,env=analytics;team=data-platform;owner=portfolio
2026-02-19,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Cloud SQL,PostgreSQL CPU,sql-reporting,us-central1,908.96,hour,169.26,0,169.26,env=shared;team=shared-services;owner=portfolio
2026-02-19,000000-000000-000000,prj-shared-services,Prj Shared Services,Shared,Shared Services,Compute Engine,Persistent Disk SSD,gce-web-01,us-central1,240.71,hour,62.73,-3.14,59.59,env=shared;team=shared-services;owner=portfolio
